image_id,image_path,label_path,labels
live_10020_211231.jpg,data/data_kaggle/live_10020_211231.jpg,data/data_kaggle/live_10020_211231_BB.txt,live
live_10020_448378.jpg,data/data_kaggle/live_10020_448378.jpg,data/data_kaggle/live_10020_448378_BB.txt,live
live_10020_460830.jpg,data/data_kaggle/live_10020_460830.jpg,data/data_kaggle/live_10020_460830_BB.txt,live
live_10161_024467.jpg,data/data_kaggle/live_10161_024467.jpg,data/data_kaggle/live_10161_024467_BB.txt,live
live_10161_200630.jpg,data/data_kaggle/live_10161_200630.jpg,data/data_kaggle/live_10161_200630_BB.txt,live
live_10161_245405.jpg,data/data_kaggle/live_10161_245405.jpg,data/data_kaggle/live_10161_245405_BB.txt,live
live_10161_293214.jpg,data/data_kaggle/live_10161_293214.jpg,data/data_kaggle/live_10161_293214_BB.txt,live
live_10161_402293.jpg,data/data_kaggle/live_10161_402293.jpg,data/data_kaggle/live_10161_402293_BB.txt,live
live_10161_448468.jpg,data/data_kaggle/live_10161_448468.jpg,data/data_kaggle/live_10161_448468_BB.txt,live
live_10173_024619.jpg,data/data_kaggle/live_10173_024619.jpg,data/data_kaggle/live_10173_024619_BB.txt,live
live_10173_057760.jpg,data/data_kaggle/live_10173_057760.jpg,data/data_kaggle/live_10173_057760_BB.txt,live
live_10173_070017.jpg,data/data_kaggle/live_10173_070017.jpg,data/data_kaggle/live_10173_070017_BB.txt,live
live_10173_095856.jpg,data/data_kaggle/live_10173_095856.jpg,data/data_kaggle/live_10173_095856_BB.txt,live
live_10173_096215.jpg,data/data_kaggle/live_10173_096215.jpg,data/data_kaggle/live_10173_096215_BB.txt,live
live_10173_119766.jpg,data/data_kaggle/live_10173_119766.jpg,data/data_kaggle/live_10173_119766_BB.txt,live
live_10173_122836.jpg,data/data_kaggle/live_10173_122836.jpg,data/data_kaggle/live_10173_122836_BB.txt,live
live_10173_159023.jpg,data/data_kaggle/live_10173_159023.jpg,data/data_kaggle/live_10173_159023_BB.txt,live
live_10173_175251.jpg,data/data_kaggle/live_10173_175251.jpg,data/data_kaggle/live_10173_175251_BB.txt,live
live_10173_199567.jpg,data/data_kaggle/live_10173_199567.jpg,data/data_kaggle/live_10173_199567_BB.txt,live
live_10173_207332.jpg,data/data_kaggle/live_10173_207332.jpg,data/data_kaggle/live_10173_207332_BB.txt,live
live_10173_209689.jpg,data/data_kaggle/live_10173_209689.jpg,data/data_kaggle/live_10173_209689_BB.txt,live
live_10173_221182.jpg,data/data_kaggle/live_10173_221182.jpg,data/data_kaggle/live_10173_221182_BB.txt,live
live_10173_221615.jpg,data/data_kaggle/live_10173_221615.jpg,data/data_kaggle/live_10173_221615_BB.txt,live
live_10173_227497.jpg,data/data_kaggle/live_10173_227497.jpg,data/data_kaggle/live_10173_227497_BB.txt,live
live_10173_228964.jpg,data/data_kaggle/live_10173_228964.jpg,data/data_kaggle/live_10173_228964_BB.txt,live
live_10173_232784.jpg,data/data_kaggle/live_10173_232784.jpg,data/data_kaggle/live_10173_232784_BB.txt,live
live_10173_266133.jpg,data/data_kaggle/live_10173_266133.jpg,data/data_kaggle/live_10173_266133_BB.txt,live
live_10173_338074.jpg,data/data_kaggle/live_10173_338074.jpg,data/data_kaggle/live_10173_338074_BB.txt,live
live_10173_350448.jpg,data/data_kaggle/live_10173_350448.jpg,data/data_kaggle/live_10173_350448_BB.txt,live
live_10173_372684.jpg,data/data_kaggle/live_10173_372684.jpg,data/data_kaggle/live_10173_372684_BB.txt,live
live_10173_388842.jpg,data/data_kaggle/live_10173_388842.jpg,data/data_kaggle/live_10173_388842_BB.txt,live
live_10173_393275.jpg,data/data_kaggle/live_10173_393275.jpg,data/data_kaggle/live_10173_393275_BB.txt,live
live_10173_394187.jpg,data/data_kaggle/live_10173_394187.jpg,data/data_kaggle/live_10173_394187_BB.txt,live
live_10173_409914.jpg,data/data_kaggle/live_10173_409914.jpg,data/data_kaggle/live_10173_409914_BB.txt,live
live_10173_413013.jpg,data/data_kaggle/live_10173_413013.jpg,data/data_kaggle/live_10173_413013_BB.txt,live
live_10173_418666.jpg,data/data_kaggle/live_10173_418666.jpg,data/data_kaggle/live_10173_418666_BB.txt,live
live_10173_423249.jpg,data/data_kaggle/live_10173_423249.jpg,data/data_kaggle/live_10173_423249_BB.txt,live
live_10173_431593.jpg,data/data_kaggle/live_10173_431593.jpg,data/data_kaggle/live_10173_431593_BB.txt,live
live_10173_468172.jpg,data/data_kaggle/live_10173_468172.jpg,data/data_kaggle/live_10173_468172_BB.txt,live
live_1156_009171.jpg,data/data_kaggle/live_1156_009171.jpg,data/data_kaggle/live_1156_009171_BB.txt,live
live_1156_032692.jpg,data/data_kaggle/live_1156_032692.jpg,data/data_kaggle/live_1156_032692_BB.txt,live
live_1156_043166.jpg,data/data_kaggle/live_1156_043166.jpg,data/data_kaggle/live_1156_043166_BB.txt,live
live_1156_054047.jpg,data/data_kaggle/live_1156_054047.jpg,data/data_kaggle/live_1156_054047_BB.txt,live
live_1156_061773.jpg,data/data_kaggle/live_1156_061773.jpg,data/data_kaggle/live_1156_061773_BB.txt,live
live_1156_067459.jpg,data/data_kaggle/live_1156_067459.jpg,data/data_kaggle/live_1156_067459_BB.txt,live
live_1156_081852.jpg,data/data_kaggle/live_1156_081852.jpg,data/data_kaggle/live_1156_081852_BB.txt,live
live_1156_117468.jpg,data/data_kaggle/live_1156_117468.jpg,data/data_kaggle/live_1156_117468_BB.txt,live
live_1156_120698.jpg,data/data_kaggle/live_1156_120698.jpg,data/data_kaggle/live_1156_120698_BB.txt,live
live_1156_136142.jpg,data/data_kaggle/live_1156_136142.jpg,data/data_kaggle/live_1156_136142_BB.txt,live
live_1156_136555.jpg,data/data_kaggle/live_1156_136555.jpg,data/data_kaggle/live_1156_136555_BB.txt,live
live_1156_146792.jpg,data/data_kaggle/live_1156_146792.jpg,data/data_kaggle/live_1156_146792_BB.txt,live
live_1156_146997.jpg,data/data_kaggle/live_1156_146997.jpg,data/data_kaggle/live_1156_146997_BB.txt,live
live_1156_155102.jpg,data/data_kaggle/live_1156_155102.jpg,data/data_kaggle/live_1156_155102_BB.txt,live
live_1156_155849.jpg,data/data_kaggle/live_1156_155849.jpg,data/data_kaggle/live_1156_155849_BB.txt,live
live_1156_183210.jpg,data/data_kaggle/live_1156_183210.jpg,data/data_kaggle/live_1156_183210_BB.txt,live
live_1156_192043.jpg,data/data_kaggle/live_1156_192043.jpg,data/data_kaggle/live_1156_192043_BB.txt,live
live_1156_201356.jpg,data/data_kaggle/live_1156_201356.jpg,data/data_kaggle/live_1156_201356_BB.txt,live
live_1156_223620.jpg,data/data_kaggle/live_1156_223620.jpg,data/data_kaggle/live_1156_223620_BB.txt,live
live_1156_243628.jpg,data/data_kaggle/live_1156_243628.jpg,data/data_kaggle/live_1156_243628_BB.txt,live
live_1156_267379.jpg,data/data_kaggle/live_1156_267379.jpg,data/data_kaggle/live_1156_267379_BB.txt,live
live_1156_282922.jpg,data/data_kaggle/live_1156_282922.jpg,data/data_kaggle/live_1156_282922_BB.txt,live
live_1156_289611.jpg,data/data_kaggle/live_1156_289611.jpg,data/data_kaggle/live_1156_289611_BB.txt,live
live_1156_299724.jpg,data/data_kaggle/live_1156_299724.jpg,data/data_kaggle/live_1156_299724_BB.txt,live
live_1156_322391.jpg,data/data_kaggle/live_1156_322391.jpg,data/data_kaggle/live_1156_322391_BB.txt,live
live_1156_324638.jpg,data/data_kaggle/live_1156_324638.jpg,data/data_kaggle/live_1156_324638_BB.txt,live
live_1156_357843.jpg,data/data_kaggle/live_1156_357843.jpg,data/data_kaggle/live_1156_357843_BB.txt,live
live_1156_382308.jpg,data/data_kaggle/live_1156_382308.jpg,data/data_kaggle/live_1156_382308_BB.txt,live
live_1156_408035.jpg,data/data_kaggle/live_1156_408035.jpg,data/data_kaggle/live_1156_408035_BB.txt,live
live_1156_422591.jpg,data/data_kaggle/live_1156_422591.jpg,data/data_kaggle/live_1156_422591_BB.txt,live
live_1156_435289.jpg,data/data_kaggle/live_1156_435289.jpg,data/data_kaggle/live_1156_435289_BB.txt,live
live_1156_436338.jpg,data/data_kaggle/live_1156_436338.jpg,data/data_kaggle/live_1156_436338_BB.txt,live
live_1156_453310.jpg,data/data_kaggle/live_1156_453310.jpg,data/data_kaggle/live_1156_453310_BB.txt,live
live_1156_463539.jpg,data/data_kaggle/live_1156_463539.jpg,data/data_kaggle/live_1156_463539_BB.txt,live
live_1156_466154.jpg,data/data_kaggle/live_1156_466154.jpg,data/data_kaggle/live_1156_466154_BB.txt,live
live_1156_475799.jpg,data/data_kaggle/live_1156_475799.jpg,data/data_kaggle/live_1156_475799_BB.txt,live
live_1156_476595.jpg,data/data_kaggle/live_1156_476595.jpg,data/data_kaggle/live_1156_476595_BB.txt,live
live_1156_476823.jpg,data/data_kaggle/live_1156_476823.jpg,data/data_kaggle/live_1156_476823_BB.txt,live
live_1215_020042.jpg,data/data_kaggle/live_1215_020042.jpg,data/data_kaggle/live_1215_020042_BB.txt,live
live_1215_022694.jpg,data/data_kaggle/live_1215_022694.jpg,data/data_kaggle/live_1215_022694_BB.txt,live
