image_id,image_path,label_path,labels,cleaned_image_path
live_2990_400068.jpg,data/data_kaggle/live_2990_400068.jpg,data/data_kaggle/live_2990_400068_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_2990_400068.jpg
spoof_6912_137140.jpg,data/data_kaggle/spoof_6912_137140.jpg,data/data_kaggle/spoof_6912_137140_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6912_137140.jpg
spoof_4937_446216.jpg,data/data_kaggle/spoof_4937_446216.jpg,data/data_kaggle/spoof_4937_446216_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_4937_446216.jpg
live_3714_092303.jpg,data/data_kaggle/live_3714_092303.jpg,data/data_kaggle/live_3714_092303_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_3714_092303.jpg
live_8656_283535.jpg,data/data_kaggle/live_8656_283535.jpg,data/data_kaggle/live_8656_283535_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_8656_283535.jpg
live_6922_194301.jpg,data/data_kaggle/live_6922_194301.jpg,data/data_kaggle/live_6922_194301_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_6922_194301.jpg
live_7_093043.jpg,data/data_kaggle/live_7_093043.jpg,data/data_kaggle/live_7_093043_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_7_093043.jpg
spoof_4062_259285.jpg,data/data_kaggle/spoof_4062_259285.jpg,data/data_kaggle/spoof_4062_259285_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_4062_259285.jpg
live_47_060376.jpg,data/data_kaggle/live_47_060376.jpg,data/data_kaggle/live_47_060376_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_47_060376.jpg
live_6339_120302.jpg,data/data_kaggle/live_6339_120302.jpg,data/data_kaggle/live_6339_120302_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_6339_120302.jpg
live_4385_282229.jpg,data/data_kaggle/live_4385_282229.jpg,data/data_kaggle/live_4385_282229_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_4385_282229.jpg
live_4747_239694.jpg,data/data_kaggle/live_4747_239694.jpg,data/data_kaggle/live_4747_239694_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_4747_239694.jpg
live_7006_122475.jpg,data/data_kaggle/live_7006_122475.jpg,data/data_kaggle/live_7006_122475_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_7006_122475.jpg
spoof_3531_313483.jpg,data/data_kaggle/spoof_3531_313483.jpg,data/data_kaggle/spoof_3531_313483_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_3531_313483.jpg
spoof_5684_173939.jpg,data/data_kaggle/spoof_5684_173939.jpg,data/data_kaggle/spoof_5684_173939_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_5684_173939.jpg
live_1739_183074.jpg,data/data_kaggle/live_1739_183074.jpg,data/data_kaggle/live_1739_183074_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_1739_183074.jpg
live_6209_190956.jpg,data/data_kaggle/live_6209_190956.jpg,data/data_kaggle/live_6209_190956_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_6209_190956.jpg
spoof_7_319634.jpg,data/data_kaggle/spoof_7_319634.jpg,data/data_kaggle/spoof_7_319634_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_7_319634.jpg
spoof_7946_018316.jpg,data/data_kaggle/spoof_7946_018316.jpg,data/data_kaggle/spoof_7946_018316_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_7946_018316.jpg
spoof_4268_410010.jpg,data/data_kaggle/spoof_4268_410010.jpg,data/data_kaggle/spoof_4268_410010_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_4268_410010.jpg
live_8070_102697.jpg,data/data_kaggle/live_8070_102697.jpg,data/data_kaggle/live_8070_102697_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_8070_102697.jpg
live_1156_061773.jpg,data/data_kaggle/live_1156_061773.jpg,data/data_kaggle/live_1156_061773_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_1156_061773.jpg
live_642_477342.jpg,data/data_kaggle/live_642_477342.jpg,data/data_kaggle/live_642_477342_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_642_477342.jpg
spoof_2191_184698.jpg,data/data_kaggle/spoof_2191_184698.jpg,data/data_kaggle/spoof_2191_184698_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_2191_184698.jpg
live_6343_324653.jpg,data/data_kaggle/live_6343_324653.jpg,data/data_kaggle/live_6343_324653_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_6343_324653.jpg
spoof_3210_284538.jpg,data/data_kaggle/spoof_3210_284538.jpg,data/data_kaggle/spoof_3210_284538_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_3210_284538.jpg
spoof_1975_023725.jpg,data/data_kaggle/spoof_1975_023725.jpg,data/data_kaggle/spoof_1975_023725_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_1975_023725.jpg
live_8175_367379.jpg,data/data_kaggle/live_8175_367379.jpg,data/data_kaggle/live_8175_367379_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_8175_367379.jpg
spoof_9601_031557.jpg,data/data_kaggle/spoof_9601_031557.jpg,data/data_kaggle/spoof_9601_031557_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_9601_031557.jpg
live_7504_096386.jpg,data/data_kaggle/live_7504_096386.jpg,data/data_kaggle/live_7504_096386_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_7504_096386.jpg
spoof_2191_447682.jpg,data/data_kaggle/spoof_2191_447682.jpg,data/data_kaggle/spoof_2191_447682_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_2191_447682.jpg
spoof_9854_153174.jpg,data/data_kaggle/spoof_9854_153174.jpg,data/data_kaggle/spoof_9854_153174_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_9854_153174.jpg
spoof_2481_193304.jpg,data/data_kaggle/spoof_2481_193304.jpg,data/data_kaggle/spoof_2481_193304_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_2481_193304.jpg
spoof_843_443164.jpg,data/data_kaggle/spoof_843_443164.jpg,data/data_kaggle/spoof_843_443164_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_843_443164.jpg
spoof_6343_448351.jpg,data/data_kaggle/spoof_6343_448351.jpg,data/data_kaggle/spoof_6343_448351_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6343_448351.jpg
spoof_3305_485755.jpg,data/data_kaggle/spoof_3305_485755.jpg,data/data_kaggle/spoof_3305_485755_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_3305_485755.jpg
spoof_6912_005098.jpg,data/data_kaggle/spoof_6912_005098.jpg,data/data_kaggle/spoof_6912_005098_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6912_005098.jpg
live_3305_476181.jpg,data/data_kaggle/live_3305_476181.jpg,data/data_kaggle/live_3305_476181_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_3305_476181.jpg
spoof_9350_359720.jpg,data/data_kaggle/spoof_9350_359720.jpg,data/data_kaggle/spoof_9350_359720_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_9350_359720.jpg
live_1851_319769.jpg,data/data_kaggle/live_1851_319769.jpg,data/data_kaggle/live_1851_319769_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_1851_319769.jpg
spoof_6786_478258.jpg,data/data_kaggle/spoof_6786_478258.jpg,data/data_kaggle/spoof_6786_478258_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6786_478258.jpg
live_9614_477139.jpg,data/data_kaggle/live_9614_477139.jpg,data/data_kaggle/live_9614_477139_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_9614_477139.jpg
live_1316_427762.jpg,data/data_kaggle/live_1316_427762.jpg,data/data_kaggle/live_1316_427762_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_1316_427762.jpg
spoof_2191_481725.jpg,data/data_kaggle/spoof_2191_481725.jpg,data/data_kaggle/spoof_2191_481725_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_2191_481725.jpg
spoof_9350_039645.jpg,data/data_kaggle/spoof_9350_039645.jpg,data/data_kaggle/spoof_9350_039645_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_9350_039645.jpg
spoof_9614_132094.jpg,data/data_kaggle/spoof_9614_132094.jpg,data/data_kaggle/spoof_9614_132094_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_9614_132094.jpg
live_248_174491.jpg,data/data_kaggle/live_248_174491.jpg,data/data_kaggle/live_248_174491_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_248_174491.jpg
live_4937_037776.jpg,data/data_kaggle/live_4937_037776.jpg,data/data_kaggle/live_4937_037776_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_4937_037776.jpg
spoof_2191_193220.jpg,data/data_kaggle/spoof_2191_193220.jpg,data/data_kaggle/spoof_2191_193220_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_2191_193220.jpg
live_7993_491500.jpg,data/data_kaggle/live_7993_491500.jpg,data/data_kaggle/live_7993_491500_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_7993_491500.jpg
spoof_3118_100502.jpg,data/data_kaggle/spoof_3118_100502.jpg,data/data_kaggle/spoof_3118_100502_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_3118_100502.jpg
spoof_6704_444879.jpg,data/data_kaggle/spoof_6704_444879.jpg,data/data_kaggle/spoof_6704_444879_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6704_444879.jpg
live_9350_098225.jpg,data/data_kaggle/live_9350_098225.jpg,data/data_kaggle/live_9350_098225_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_9350_098225.jpg
live_4609_207454.jpg,data/data_kaggle/live_4609_207454.jpg,data/data_kaggle/live_4609_207454_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_4609_207454.jpg
spoof_1260_366659.jpg,data/data_kaggle/spoof_1260_366659.jpg,data/data_kaggle/spoof_1260_366659_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_1260_366659.jpg
spoof_6168_368446.jpg,data/data_kaggle/spoof_6168_368446.jpg,data/data_kaggle/spoof_6168_368446_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6168_368446.jpg
spoof_1156_070602.jpg,data/data_kaggle/spoof_1156_070602.jpg,data/data_kaggle/spoof_1156_070602_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_1156_070602.jpg
spoof_437_164622.jpg,data/data_kaggle/spoof_437_164622.jpg,data/data_kaggle/spoof_437_164622_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_437_164622.jpg
spoof_6909_118268.jpg,data/data_kaggle/spoof_6909_118268.jpg,data/data_kaggle/spoof_6909_118268_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6909_118268.jpg
spoof_6946_032749.jpg,data/data_kaggle/spoof_6946_032749.jpg,data/data_kaggle/spoof_6946_032749_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_6946_032749.jpg
live_768_474928.jpg,data/data_kaggle/live_768_474928.jpg,data/data_kaggle/live_768_474928_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_768_474928.jpg
live_1739_266156.jpg,data/data_kaggle/live_1739_266156.jpg,data/data_kaggle/live_1739_266156_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_1739_266156.jpg
spoof_9547_007611.jpg,data/data_kaggle/spoof_9547_007611.jpg,data/data_kaggle/spoof_9547_007611_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_9547_007611.jpg
live_4127_103409.jpg,data/data_kaggle/live_4127_103409.jpg,data/data_kaggle/live_4127_103409_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_4127_103409.jpg
spoof_10020_491314.jpg,data/data_kaggle/spoof_10020_491314.jpg,data/data_kaggle/spoof_10020_491314_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_10020_491314.jpg
live_3305_289499.jpg,data/data_kaggle/live_3305_289499.jpg,data/data_kaggle/live_3305_289499_BB.txt,live,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\live_3305_289499.jpg
spoof_8060_442393.jpg,data/data_kaggle/spoof_8060_442393.jpg,data/data_kaggle/spoof_8060_442393_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_8060_442393.jpg
spoof_3436_332482.jpg,data/data_kaggle/spoof_3436_332482.jpg,data/data_kaggle/spoof_3436_332482_BB.txt,spoof,D:\study\Projects\train_model_baseline\data\data_kaggle_face_224\spoof_3436_332482.jpg
