fname,liveness_score,img_name,path
336.mp4,1,336_11_1.png,new_data/train/image/336_11_1.png
122.mp4,1,122_13_2.png,new_data/train/image/122_13_2.png
222.mp4,1,222_44_2.png,new_data/train/image/222_44_2.png
191.mp4,1,191_8_2.png,new_data/train/image/191_8_2.png
172.mp4,0,172_21_1.png,new_data/train/image/172_21_1.png
195.mp4,1,195_15_2.png,new_data/train/image/195_15_2.png
811.mp4,0,811_149_2.png,new_data/train/image/811_149_2.png
39.mp4,1,39_97_1.png,new_data/train/image/39_97_1.png
433.mp4,1,433_11_1.png,new_data/train/image/433_11_1.png
35.mp4,1,35_5_2.png,new_data/train/image/35_5_2.png
295.mp4,0,295_20_1.png,new_data/train/image/295_20_1.png
565.mp4,0,565_21_1.png,new_data/train/image/565_21_1.png
811.mp4,0,811_119_1.png,new_data/train/image/811_119_1.png
172.mp4,0,172_97_1.png,new_data/train/image/172_97_1.png
236.mp4,1,236_44_1.png,new_data/train/image/236_44_1.png
96.mp4,1,96_27_2.png,new_data/train/image/96_27_2.png
96.mp4,1,96_109_1.png,new_data/train/image/96_109_1.png
811.mp4,0,811_116_2.png,new_data/train/image/811_116_2.png
185.mp4,1,185_58_2.png,new_data/train/image/185_58_2.png
1004.mp4,0,1004_45_2.png,new_data/train/image/1004_45_2.png
343.mp4,1,343_45_2.png,new_data/train/image/343_45_2.png
518.mp4,0,518_78_2.png,new_data/train/image/518_78_2.png
58.mp4,0,58_24_2.png,new_data/train/image/58_24_2.png
11.mp4,1,11_65_1.png,new_data/train/image/11_65_1.png
185.mp4,1,185_62_2.png,new_data/train/image/185_62_2.png
452.mp4,1,452_47_1.png,new_data/train/image/452_47_1.png
35.mp4,1,35_1_1.png,new_data/train/image/35_1_1.png
907.mp4,0,907_46_1.png,new_data/train/image/907_46_1.png
493.mp4,1,493_24_2.png,new_data/train/image/493_24_2.png
236.mp4,1,236_42_2.png,new_data/train/image/236_42_2.png
610.mp4,0,610_51_1.png,new_data/train/image/610_51_1.png
191.mp4,1,191_43_2.png,new_data/train/image/191_43_2.png
811.mp4,0,811_18_1.png,new_data/train/image/811_18_1.png
610.mp4,0,610_158_2.png,new_data/train/image/610_158_2.png
39.mp4,1,39_86_2.png,new_data/train/image/39_86_2.png
446.mp4,0,446_62_1.png,new_data/train/image/446_62_1.png
491.mp4,1,491_67_1.png,new_data/train/image/491_67_1.png
295.mp4,0,295_65_1.png,new_data/train/image/295_65_1.png
1004.mp4,0,1004_47_1.png,new_data/train/image/1004_47_1.png
354.mp4,1,354_110_1.png,new_data/train/image/354_110_1.png
195.mp4,1,195_35_2.png,new_data/train/image/195_35_2.png
907.mp4,0,907_106_1.png,new_data/train/image/907_106_1.png
907.mp4,0,907_71_1.png,new_data/train/image/907_71_1.png
191.mp4,1,191_6_1.png,new_data/train/image/191_6_1.png
195.mp4,1,195_99_2.png,new_data/train/image/195_99_2.png
452.mp4,1,452_30_2.png,new_data/train/image/452_30_2.png
244.mp4,1,244_2_1.png,new_data/train/image/244_2_1.png
811.mp4,0,811_145_2.png,new_data/train/image/811_145_2.png
433.mp4,1,433_84_1.png,new_data/train/image/433_84_1.png
907.mp4,0,907_51_2.png,new_data/train/image/907_51_2.png
493.mp4,1,493_122_2.png,new_data/train/image/493_122_2.png
433.mp4,1,433_59_2.png,new_data/train/image/433_59_2.png
343.mp4,1,343_28_2.png,new_data/train/image/343_28_2.png
39.mp4,1,39_95_2.png,new_data/train/image/39_95_2.png
236.mp4,1,236_12_2.png,new_data/train/image/236_12_2.png
312.mp4,0,312_68_2.png,new_data/train/image/312_68_2.png
295.mp4,0,295_85_1.png,new_data/train/image/295_85_1.png
354.mp4,1,354_79_1.png,new_data/train/image/354_79_1.png
35.mp4,1,35_2_2.png,new_data/train/image/35_2_2.png
309.mp4,1,309_36_1.png,new_data/train/image/309_36_1.png
312.mp4,0,312_2_1.png,new_data/train/image/312_2_1.png
195.mp4,1,195_40_1.png,new_data/train/image/195_40_1.png
452.mp4,1,452_38_2.png,new_data/train/image/452_38_2.png
493.mp4,1,493_131_1.png,new_data/train/image/493_131_1.png
292.mp4,1,292_72_1.png,new_data/train/image/292_72_1.png
1004.mp4,0,1004_76_1.png,new_data/train/image/1004_76_1.png
115.mp4,0,115_4_2.png,new_data/train/image/115_4_2.png
295.mp4,0,295_139_1.png,new_data/train/image/295_139_1.png
441.mp4,1,441_10_2.png,new_data/train/image/441_10_2.png
565.mp4,0,565_25_2.png,new_data/train/image/565_25_2.png
252.mp4,1,252_9_2.png,new_data/train/image/252_9_2.png
493.mp4,1,493_103_2.png,new_data/train/image/493_103_2.png
11.mp4,1,11_72_1.png,new_data/train/image/11_72_1.png
270.mp4,0,270_36_1.png,new_data/train/image/270_36_1.png
309.mp4,1,309_52_2.png,new_data/train/image/309_52_2.png
656.mp4,0,656_54_2.png,new_data/train/image/656_54_2.png
11.mp4,1,11_160_2.png,new_data/train/image/11_160_2.png
610.mp4,0,610_133_1.png,new_data/train/image/610_133_1.png
33.mp4,0,33_37_2.png,new_data/train/image/33_37_2.png
96.mp4,1,96_15_2.png,new_data/train/image/96_15_2.png
907.mp4,0,907_8_2.png,new_data/train/image/907_8_2.png
295.mp4,0,295_21_1.png,new_data/train/image/295_21_1.png
424.mp4,1,424_15_2.png,new_data/train/image/424_15_2.png
446.mp4,0,446_82_2.png,new_data/train/image/446_82_2.png
491.mp4,1,491_12_2.png,new_data/train/image/491_12_2.png
11.mp4,1,11_37_2.png,new_data/train/image/11_37_2.png
610.mp4,0,610_110_2.png,new_data/train/image/610_110_2.png
433.mp4,1,433_54_2.png,new_data/train/image/433_54_2.png
14.mp4,0,14_27_2.png,new_data/train/image/14_27_2.png
270.mp4,0,270_12_2.png,new_data/train/image/270_12_2.png
195.mp4,1,195_56_1.png,new_data/train/image/195_56_1.png
52.mp4,0,52_3_2.png,new_data/train/image/52_3_2.png
33.mp4,0,33_111_1.png,new_data/train/image/33_111_1.png
312.mp4,0,312_63_2.png,new_data/train/image/312_63_2.png
185.mp4,1,185_78_1.png,new_data/train/image/185_78_1.png
33.mp4,0,33_27_2.png,new_data/train/image/33_27_2.png
195.mp4,1,195_59_2.png,new_data/train/image/195_59_2.png
610.mp4,0,610_94_2.png,new_data/train/image/610_94_2.png
811.mp4,0,811_120_2.png,new_data/train/image/811_120_2.png
493.mp4,1,493_137_1.png,new_data/train/image/493_137_1.png
268.mp4,0,268_7_2.png,new_data/train/image/268_7_2.png
185.mp4,1,185_27_1.png,new_data/train/image/185_27_1.png
446.mp4,0,446_64_1.png,new_data/train/image/446_64_1.png
354.mp4,1,354_45_2.png,new_data/train/image/354_45_2.png
197.mp4,1,197_4_2.png,new_data/train/image/197_4_2.png
236.mp4,1,236_84_2.png,new_data/train/image/236_84_2.png
295.mp4,0,295_135_2.png,new_data/train/image/295_135_2.png
197.mp4,1,197_16_1.png,new_data/train/image/197_16_1.png
177.mp4,0,177_23_1.png,new_data/train/image/177_23_1.png
1123.mp4,0,1123_119_2.png,new_data/train/image/1123_119_2.png
354.mp4,1,354_96_2.png,new_data/train/image/354_96_2.png
656.mp4,0,656_139_1.png,new_data/train/image/656_139_1.png
354.mp4,1,354_22_1.png,new_data/train/image/354_22_1.png
907.mp4,0,907_2_1.png,new_data/train/image/907_2_1.png
343.mp4,1,343_23_2.png,new_data/train/image/343_23_2.png
441.mp4,1,441_79_1.png,new_data/train/image/441_79_1.png
310.mp4,0,310_7_2.png,new_data/train/image/310_7_2.png
920.mp4,0,920_19_1.png,new_data/train/image/920_19_1.png
222.mp4,1,222_53_1.png,new_data/train/image/222_53_1.png
433.mp4,1,433_72_2.png,new_data/train/image/433_72_2.png
96.mp4,1,96_73_2.png,new_data/train/image/96_73_2.png
452.mp4,1,452_81_1.png,new_data/train/image/452_81_1.png
441.mp4,1,441_10_1.png,new_data/train/image/441_10_1.png
433.mp4,1,433_51_2.png,new_data/train/image/433_51_2.png
295.mp4,0,295_39_2.png,new_data/train/image/295_39_2.png
207.mp4,1,207_21_2.png,new_data/train/image/207_21_2.png
185.mp4,1,185_70_1.png,new_data/train/image/185_70_1.png
96.mp4,1,96_49_2.png,new_data/train/image/96_49_2.png
14.mp4,0,14_17_1.png,new_data/train/image/14_17_1.png
336.mp4,1,336_36_1.png,new_data/train/image/336_36_1.png
295.mp4,0,295_127_2.png,new_data/train/image/295_127_2.png
656.mp4,0,656_2_1.png,new_data/train/image/656_2_1.png
452.mp4,1,452_137_1.png,new_data/train/image/452_137_1.png
907.mp4,0,907_112_2.png,new_data/train/image/907_112_2.png
11.mp4,1,11_111_1.png,new_data/train/image/11_111_1.png
11.mp4,1,11_148_2.png,new_data/train/image/11_148_2.png
446.mp4,0,446_123_1.png,new_data/train/image/446_123_1.png
453.mp4,1,453_52_1.png,new_data/train/image/453_52_1.png
125.mp4,1,125_1_2.png,new_data/train/image/125_1_2.png
354.mp4,1,354_15_2.png,new_data/train/image/354_15_2.png
39.mp4,1,39_80_1.png,new_data/train/image/39_80_1.png
312.mp4,0,312_98_1.png,new_data/train/image/312_98_1.png
446.mp4,0,446_107_2.png,new_data/train/image/446_107_2.png
172.mp4,0,172_150_2.png,new_data/train/image/172_150_2.png
11.mp4,1,11_104_2.png,new_data/train/image/11_104_2.png
14.mp4,0,14_25_2.png,new_data/train/image/14_25_2.png
452.mp4,1,452_64_2.png,new_data/train/image/452_64_2.png
96.mp4,1,96_95_1.png,new_data/train/image/96_95_1.png
172.mp4,0,172_17_2.png,new_data/train/image/172_17_2.png
375.mp4,1,375_140_2.png,new_data/train/image/375_140_2.png
452.mp4,1,452_31_2.png,new_data/train/image/452_31_2.png
222.mp4,1,222_61_2.png,new_data/train/image/222_61_2.png
446.mp4,0,446_92_1.png,new_data/train/image/446_92_1.png
375.mp4,1,375_87_1.png,new_data/train/image/375_87_1.png
441.mp4,1,441_152_1.png,new_data/train/image/441_152_1.png
610.mp4,0,610_61_2.png,new_data/train/image/610_61_2.png
860.mp4,0,860_9_2.png,new_data/train/image/860_9_2.png
11.mp4,1,11_106_2.png,new_data/train/image/11_106_2.png
172.mp4,0,172_131_1.png,new_data/train/image/172_131_1.png
375.mp4,1,375_74_2.png,new_data/train/image/375_74_2.png
312.mp4,0,312_75_1.png,new_data/train/image/312_75_1.png
197.mp4,1,197_23_2.png,new_data/train/image/197_23_2.png
39.mp4,1,39_135_2.png,new_data/train/image/39_135_2.png
565.mp4,0,565_27_1.png,new_data/train/image/565_27_1.png
11.mp4,1,11_36_2.png,new_data/train/image/11_36_2.png
610.mp4,0,610_123_1.png,new_data/train/image/610_123_1.png
354.mp4,1,354_16_2.png,new_data/train/image/354_16_2.png
610.mp4,0,610_41_1.png,new_data/train/image/610_41_1.png
33.mp4,0,33_29_2.png,new_data/train/image/33_29_2.png
195.mp4,1,195_64_2.png,new_data/train/image/195_64_2.png
446.mp4,0,446_58_1.png,new_data/train/image/446_58_1.png
811.mp4,0,811_44_2.png,new_data/train/image/811_44_2.png
312.mp4,0,312_18_2.png,new_data/train/image/312_18_2.png
656.mp4,0,656_128_2.png,new_data/train/image/656_128_2.png
920.mp4,0,920_20_1.png,new_data/train/image/920_20_1.png
96.mp4,1,96_78_1.png,new_data/train/image/96_78_1.png
565.mp4,0,565_42_1.png,new_data/train/image/565_42_1.png
491.mp4,1,491_21_1.png,new_data/train/image/491_21_1.png
907.mp4,0,907_113_1.png,new_data/train/image/907_113_1.png
292.mp4,1,292_86_1.png,new_data/train/image/292_86_1.png
1111.mp4,0,1111_15_1.png,new_data/train/image/1111_15_1.png
288.mp4,0,288_4_2.png,new_data/train/image/288_4_2.png
656.mp4,0,656_21_2.png,new_data/train/image/656_21_2.png
172.mp4,0,172_139_2.png,new_data/train/image/172_139_2.png
1004.mp4,0,1004_96_2.png,new_data/train/image/1004_96_2.png
446.mp4,0,446_48_2.png,new_data/train/image/446_48_2.png
33.mp4,0,33_56_1.png,new_data/train/image/33_56_1.png
185.mp4,1,185_68_1.png,new_data/train/image/185_68_1.png
295.mp4,0,295_78_1.png,new_data/train/image/295_78_1.png
292.mp4,1,292_10_1.png,new_data/train/image/292_10_1.png
610.mp4,0,610_141_2.png,new_data/train/image/610_141_2.png
343.mp4,1,343_4_2.png,new_data/train/image/343_4_2.png
433.mp4,1,433_74_2.png,new_data/train/image/433_74_2.png
846.mp4,0,846_1_2.png,new_data/train/image/846_1_2.png
96.mp4,1,96_66_2.png,new_data/train/image/96_66_2.png
860.mp4,0,860_7_1.png,new_data/train/image/860_7_1.png
185.mp4,1,185_14_2.png,new_data/train/image/185_14_2.png
309.mp4,1,309_38_2.png,new_data/train/image/309_38_2.png
774.mp4,0,774_2_1.png,new_data/train/image/774_2_1.png
1123.mp4,0,1123_109_2.png,new_data/train/image/1123_109_2.png
185.mp4,1,185_10_2.png,new_data/train/image/185_10_2.png
375.mp4,1,375_61_1.png,new_data/train/image/375_61_1.png
354.mp4,1,354_137_2.png,new_data/train/image/354_137_2.png
236.mp4,1,236_64_2.png,new_data/train/image/236_64_2.png
