image_id,image_path,label_path,labels
496120,data//test\10001\live\496120.png,data//test\10001\live\496120_BB.txt,1
497645,data//test\10001\live\497645.png,data//test\10001\live\497645_BB.txt,1
497900,data//test\10001\live\497900.png,data//test\10001\live\497900_BB.txt,1
498889,data//test\10001\live\498889.png,data//test\10001\live\498889_BB.txt,1
499128,data//test\10001\live\499128.png,data//test\10001\live\499128_BB.txt,1
506434,data//test\10001\live\506434.png,data//test\10001\live\506434_BB.txt,1
506795,data//test\10001\live\506795.png,data//test\10001\live\506795_BB.txt,1
507518,data//test\10001\live\507518.png,data//test\10001\live\507518_BB.txt,1
507807,data//test\10001\live\507807.png,data//test\10001\live\507807_BB.txt,1
511314,data//test\10001\live\511314.png,data//test\10001\live\511314_BB.txt,1
513513,data//test\10001\live\513513.png,data//test\10001\live\513513_BB.txt,1
514888,data//test\10001\live\514888.png,data//test\10001\live\514888_BB.txt,1
520885,data//test\10001\live\520885.png,data//test\10001\live\520885_BB.txt,1
523424,data//test\10001\live\523424.png,data//test\10001\live\523424_BB.txt,1
528466,data//test\10001\live\528466.png,data//test\10001\live\528466_BB.txt,1
529110,data//test\10001\live\529110.png,data//test\10001\live\529110_BB.txt,1
530873,data//test\10001\live\530873.png,data//test\10001\live\530873_BB.txt,1
532450,data//test\10001\live\532450.png,data//test\10001\live\532450_BB.txt,1
533468,data//test\10001\live\533468.png,data//test\10001\live\533468_BB.txt,1
535618,data//test\10001\live\535618.png,data//test\10001\live\535618_BB.txt,1
536428,data//test\10001\live\536428.png,data//test\10001\live\536428_BB.txt,1
536557,data//test\10001\live\536557.png,data//test\10001\live\536557_BB.txt,1
540644,data//test\10001\live\540644.png,data//test\10001\live\540644_BB.txt,1
544299,data//test\10001\live\544299.png,data//test\10001\live\544299_BB.txt,1
550010,data//test\10001\live\550010.png,data//test\10001\live\550010_BB.txt,1
551140,data//test\10001\live\551140.png,data//test\10001\live\551140_BB.txt,1
552334,data//test\10001\live\552334.png,data//test\10001\live\552334_BB.txt,1
553098,data//test\10001\live\553098.png,data//test\10001\live\553098_BB.txt,1
554676,data//test\10001\live\554676.png,data//test\10001\live\554676_BB.txt,1
555287,data//test\10001\live\555287.png,data//test\10001\live\555287_BB.txt,1
496397,data//test\10001\spoof\496397.png,data//test\10001\spoof\496397_BB.txt,0
496659,data//test\10001\spoof\496659.png,data//test\10001\spoof\496659_BB.txt,0
498197,data//test\10001\spoof\498197.png,data//test\10001\spoof\498197_BB.txt,0
502299,data//test\10001\spoof\502299.png,data//test\10001\spoof\502299_BB.txt,0
502791,data//test\10001\spoof\502791.png,data//test\10001\spoof\502791_BB.txt,0
503387,data//test\10001\spoof\503387.png,data//test\10001\spoof\503387_BB.txt,0
507822,data//test\10001\spoof\507822.png,data//test\10001\spoof\507822_BB.txt,0
508978,data//test\10001\spoof\508978.png,data//test\10001\spoof\508978_BB.txt,0
509776,data//test\10001\spoof\509776.png,data//test\10001\spoof\509776_BB.txt,0
509912,data//test\10001\spoof\509912.png,data//test\10001\spoof\509912_BB.txt,0
514266,data//test\10001\spoof\514266.png,data//test\10001\spoof\514266_BB.txt,0
516957,data//test\10001\spoof\516957.png,data//test\10001\spoof\516957_BB.txt,0
517908,data//test\10001\spoof\517908.png,data//test\10001\spoof\517908_BB.txt,0
518287,data//test\10001\spoof\518287.png,data//test\10001\spoof\518287_BB.txt,0
521525,data//test\10001\spoof\521525.png,data//test\10001\spoof\521525_BB.txt,0
524529,data//test\10001\spoof\524529.png,data//test\10001\spoof\524529_BB.txt,0
528794,data//test\10001\spoof\528794.png,data//test\10001\spoof\528794_BB.txt,0
529994,data//test\10001\spoof\529994.png,data//test\10001\spoof\529994_BB.txt,0
530330,data//test\10001\spoof\530330.png,data//test\10001\spoof\530330_BB.txt,0
531436,data//test\10001\spoof\531436.png,data//test\10001\spoof\531436_BB.txt,0
532046,data//test\10001\spoof\532046.png,data//test\10001\spoof\532046_BB.txt,0
535514,data//test\10001\spoof\535514.png,data//test\10001\spoof\535514_BB.txt,0
539111,data//test\10001\spoof\539111.png,data//test\10001\spoof\539111_BB.txt,0
540342,data//test\10001\spoof\540342.png,data//test\10001\spoof\540342_BB.txt,0
543368,data//test\10001\spoof\543368.png,data//test\10001\spoof\543368_BB.txt,0
546224,data//test\10001\spoof\546224.png,data//test\10001\spoof\546224_BB.txt,0
548608,data//test\10001\spoof\548608.png,data//test\10001\spoof\548608_BB.txt,0
550210,data//test\10001\spoof\550210.png,data//test\10001\spoof\550210_BB.txt,0
550460,data//test\10001\spoof\550460.png,data//test\10001\spoof\550460_BB.txt,0
554195,data//test\10001\spoof\554195.png,data//test\10001\spoof\554195_BB.txt,0
555454,data//test\10001\spoof\555454.png,data//test\10001\spoof\555454_BB.txt,0
557417,data//test\10001\spoof\557417.png,data//test\10001\spoof\557417_BB.txt,0
557984,data//test\10001\spoof\557984.png,data//test\10001\spoof\557984_BB.txt,0
558816,data//test\10001\spoof\558816.png,data//test\10001\spoof\558816_BB.txt,0
559609,data//test\10001\spoof\559609.png,data//test\10001\spoof\559609_BB.txt,0
496619,data//test\10006\live\496619.png,data//test\10006\live\496619_BB.txt,1
496864,data//test\10006\live\496864.png,data//test\10006\live\496864_BB.txt,1
497791,data//test\10006\live\497791.png,data//test\10006\live\497791_BB.txt,1
497938,data//test\10006\live\497938.png,data//test\10006\live\497938_BB.txt,1
503685,data//test\10006\live\503685.png,data//test\10006\live\503685_BB.txt,1
504066,data//test\10006\live\504066.png,data//test\10006\live\504066_BB.txt,1
506263,data//test\10006\live\506263.png,data//test\10006\live\506263_BB.txt,1
507196,data//test\10006\live\507196.png,data//test\10006\live\507196_BB.txt,1
508372,data//test\10006\live\508372.png,data//test\10006\live\508372_BB.txt,1
508979,data//test\10006\live\508979.png,data//test\10006\live\508979_BB.txt,1
511266,data//test\10006\live\511266.png,data//test\10006\live\511266_BB.txt,1
516995,data//test\10006\live\516995.png,data//test\10006\live\516995_BB.txt,1
518517,data//test\10006\live\518517.png,data//test\10006\live\518517_BB.txt,1
519607,data//test\10006\live\519607.png,data//test\10006\live\519607_BB.txt,1
520236,data//test\10006\live\520236.png,data//test\10006\live\520236_BB.txt,1
522049,data//test\10006\live\522049.png,data//test\10006\live\522049_BB.txt,1
523993,data//test\10006\live\523993.png,data//test\10006\live\523993_BB.txt,1
524952,data//test\10006\live\524952.png,data//test\10006\live\524952_BB.txt,1
527212,data//test\10006\live\527212.png,data//test\10006\live\527212_BB.txt,1
532928,data//test\10006\live\532928.png,data//test\10006\live\532928_BB.txt,1
533138,data//test\10006\live\533138.png,data//test\10006\live\533138_BB.txt,1
534528,data//test\10006\live\534528.png,data//test\10006\live\534528_BB.txt,1
536534,data//test\10006\live\536534.png,data//test\10006\live\536534_BB.txt,1
538578,data//test\10006\live\538578.png,data//test\10006\live\538578_BB.txt,1
538883,data//test\10006\live\538883.png,data//test\10006\live\538883_BB.txt,1
541837,data//test\10006\live\541837.png,data//test\10006\live\541837_BB.txt,1
548815,data//test\10006\live\548815.png,data//test\10006\live\548815_BB.txt,1
549887,data//test\10006\live\549887.png,data//test\10006\live\549887_BB.txt,1
557435,data//test\10006\live\557435.png,data//test\10006\live\557435_BB.txt,1
558739,data//test\10006\live\558739.png,data//test\10006\live\558739_BB.txt,1
494940,data//test\10006\spoof\494940.png,data//test\10006\spoof\494940_BB.txt,0
495093,data//test\10006\spoof\495093.png,data//test\10006\spoof\495093_BB.txt,0
496254,data//test\10006\spoof\496254.png,data//test\10006\spoof\496254_BB.txt,0
498059,data//test\10006\spoof\498059.png,data//test\10006\spoof\498059_BB.txt,0
502114,data//test\10006\spoof\502114.png,data//test\10006\spoof\502114_BB.txt,0
502764,data//test\10006\spoof\502764.png,data//test\10006\spoof\502764_BB.txt,0
503609,data//test\10006\spoof\503609.png,data//test\10006\spoof\503609_BB.txt,0
506723,data//test\10006\spoof\506723.png,data//test\10006\spoof\506723_BB.txt,0
506946,data//test\10006\spoof\506946.png,data//test\10006\spoof\506946_BB.txt,0
513547,data//test\10006\spoof\513547.png,data//test\10006\spoof\513547_BB.txt,0
513948,data//test\10006\spoof\513948.png,data//test\10006\spoof\513948_BB.txt,0
516419,data//test\10006\spoof\516419.png,data//test\10006\spoof\516419_BB.txt,0
516429,data//test\10006\spoof\516429.png,data//test\10006\spoof\516429_BB.txt,0
519532,data//test\10006\spoof\519532.png,data//test\10006\spoof\519532_BB.txt,0
523991,data//test\10006\spoof\523991.png,data//test\10006\spoof\523991_BB.txt,0
526655,data//test\10006\spoof\526655.png,data//test\10006\spoof\526655_BB.txt,0
526881,data//test\10006\spoof\526881.png,data//test\10006\spoof\526881_BB.txt,0
532826,data//test\10006\spoof\532826.png,data//test\10006\spoof\532826_BB.txt,0
533625,data//test\10006\spoof\533625.png,data//test\10006\spoof\533625_BB.txt,0
536341,data//test\10006\spoof\536341.png,data//test\10006\spoof\536341_BB.txt,0
540315,data//test\10006\spoof\540315.png,data//test\10006\spoof\540315_BB.txt,0
542388,data//test\10006\spoof\542388.png,data//test\10006\spoof\542388_BB.txt,0
543281,data//test\10006\spoof\543281.png,data//test\10006\spoof\543281_BB.txt,0
543550,data//test\10006\spoof\543550.png,data//test\10006\spoof\543550_BB.txt,0
544305,data//test\10006\spoof\544305.png,data//test\10006\spoof\544305_BB.txt,0
544823,data//test\10006\spoof\544823.png,data//test\10006\spoof\544823_BB.txt,0
545782,data//test\10006\spoof\545782.png,data//test\10006\spoof\545782_BB.txt,0
546946,data//test\10006\spoof\546946.png,data//test\10006\spoof\546946_BB.txt,0
548757,data//test\10006\spoof\548757.png,data//test\10006\spoof\548757_BB.txt,0
550192,data//test\10006\spoof\550192.png,data//test\10006\spoof\550192_BB.txt,0
556545,data//test\10006\spoof\556545.png,data//test\10006\spoof\556545_BB.txt,0
559031,data//test\10006\spoof\559031.png,data//test\10006\spoof\559031_BB.txt,0
560023,data//test\10006\spoof\560023.png,data//test\10006\spoof\560023_BB.txt,0
560223,data//test\10006\spoof\560223.png,data//test\10006\spoof\560223_BB.txt,0
560431,data//test\10006\spoof\560431.png,data//test\10006\spoof\560431_BB.txt,0
494819,data//test\10007\live\494819.png,data//test\10007\live\494819_BB.txt,1
505694,data//test\10007\live\505694.png,data//test\10007\live\505694_BB.txt,1
507353,data//test\10007\live\507353.png,data//test\10007\live\507353_BB.txt,1
510076,data//test\10007\live\510076.png,data//test\10007\live\510076_BB.txt,1
515229,data//test\10007\live\515229.png,data//test\10007\live\515229_BB.txt,1
515268,data//test\10007\live\515268.png,data//test\10007\live\515268_BB.txt,1
516596,data//test\10007\live\516596.png,data//test\10007\live\516596_BB.txt,1
522645,data//test\10007\live\522645.png,data//test\10007\live\522645_BB.txt,1
523944,data//test\10007\live\523944.png,data//test\10007\live\523944_BB.txt,1
525151,data//test\10007\live\525151.png,data//test\10007\live\525151_BB.txt,1
527328,data//test\10007\live\527328.png,data//test\10007\live\527328_BB.txt,1
533331,data//test\10007\live\533331.png,data//test\10007\live\533331_BB.txt,1
535365,data//test\10007\live\535365.png,data//test\10007\live\535365_BB.txt,1
543318,data//test\10007\live\543318.png,data//test\10007\live\543318_BB.txt,1
547286,data//test\10007\live\547286.png,data//test\10007\live\547286_BB.txt,1
548088,data//test\10007\live\548088.png,data//test\10007\live\548088_BB.txt,1
552178,data//test\10007\live\552178.png,data//test\10007\live\552178_BB.txt,1
556442,data//test\10007\live\556442.png,data//test\10007\live\556442_BB.txt,1
556647,data//test\10007\live\556647.png,data//test\10007\live\556647_BB.txt,1
561440,data//test\10007\live\561440.png,data//test\10007\live\561440_BB.txt,1
494837,data//test\10007\spoof\494837.png,data//test\10007\spoof\494837_BB.txt,0
494860,data//test\10007\spoof\494860.png,data//test\10007\spoof\494860_BB.txt,0
495322,data//test\10007\spoof\495322.png,data//test\10007\spoof\495322_BB.txt,0
495778,data//test\10007\spoof\495778.png,data//test\10007\spoof\495778_BB.txt,0
495841,data//test\10007\spoof\495841.png,data//test\10007\spoof\495841_BB.txt,0
495963,data//test\10007\spoof\495963.png,data//test\10007\spoof\495963_BB.txt,0
496415,data//test\10007\spoof\496415.png,data//test\10007\spoof\496415_BB.txt,0
496763,data//test\10007\spoof\496763.png,data//test\10007\spoof\496763_BB.txt,0
496816,data//test\10007\spoof\496816.png,data//test\10007\spoof\496816_BB.txt,0
497092,data//test\10007\spoof\497092.png,data//test\10007\spoof\497092_BB.txt,0
497271,data//test\10007\spoof\497271.png,data//test\10007\spoof\497271_BB.txt,0
497319,data//test\10007\spoof\497319.png,data//test\10007\spoof\497319_BB.txt,0
497327,data//test\10007\spoof\497327.png,data//test\10007\spoof\497327_BB.txt,0
497465,data//test\10007\spoof\497465.png,data//test\10007\spoof\497465_BB.txt,0
498120,data//test\10007\spoof\498120.png,data//test\10007\spoof\498120_BB.txt,0
498220,data//test\10007\spoof\498220.png,data//test\10007\spoof\498220_BB.txt,0
498221,data//test\10007\spoof\498221.png,data//test\10007\spoof\498221_BB.txt,0
498288,data//test\10007\spoof\498288.png,data//test\10007\spoof\498288_BB.txt,0
498530,data//test\10007\spoof\498530.png,data//test\10007\spoof\498530_BB.txt,0
499636,data//test\10007\spoof\499636.png,data//test\10007\spoof\499636_BB.txt,0
499911,data//test\10007\spoof\499911.png,data//test\10007\spoof\499911_BB.txt,0
500176,data//test\10007\spoof\500176.png,data//test\10007\spoof\500176_BB.txt,0
500341,data//test\10007\spoof\500341.png,data//test\10007\spoof\500341_BB.txt,0
500368,data//test\10007\spoof\500368.png,data//test\10007\spoof\500368_BB.txt,0
500540,data//test\10007\spoof\500540.png,data//test\10007\spoof\500540_BB.txt,0
501067,data//test\10007\spoof\501067.png,data//test\10007\spoof\501067_BB.txt,0
501112,data//test\10007\spoof\501112.png,data//test\10007\spoof\501112_BB.txt,0
501581,data//test\10007\spoof\501581.png,data//test\10007\spoof\501581_BB.txt,0
501603,data//test\10007\spoof\501603.png,data//test\10007\spoof\501603_BB.txt,0
502155,data//test\10007\spoof\502155.png,data//test\10007\spoof\502155_BB.txt,0
502298,data//test\10007\spoof\502298.png,data//test\10007\spoof\502298_BB.txt,0
